product href,image-src,price,title
https://www.dischem.co.za/wet-brush-wb-shower-detangler-black-glitter-515,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658581119.jpg,R 189.95,Wet Brush Wb Shower Detangler Black Glitter
https://www.dischem.co.za/wet-brush-speed-dry-hair-brush-color-wash-watermark-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658546583.jpg,R 189.95,"Wet Brush Speed Dry Hair Brush Color Wash, Watermark"
https://www.dischem.co.za/wet-brush-speed-dry-hair-brush-color-wash-stripes-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658538663.jpg,R 189.95,"Wet Brush Speed Dry Hair Brush Color Wash, Stripes"
https://www.dischem.co.za/wet-brush-speed-dry-hair-brush-color-wash-splatter-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658538632.jpg,R 189.95,"Wet Brush Speed Dry Hair Brush Color Wash, Splatter"
https://www.dischem.co.za/wet-brush-original-detangler-brush-metallic-marble-onyx-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658546880.jpg,R 189.95,"Wet Brush Original Detangler Brush Metallic Marble, Onyx"
https://www.dischem.co.za/wet-brush-original-detangler-brush-disney-ultimate-princess-celebration-tiana-005,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658543964.jpg,R 199.95,"Wet Brush Original Detangler Brush Disney Ultimate Princess Celebration, Tiana"
https://www.dischem.co.za/wet-brush-original-detangler-brush-disney-ultimate-princess-celebration-jasmine-004,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658543933.jpg,R 199.95,"Wet Brush Original Detangler Brush Disney Ultimate Princess Celebration, Jasmine"
https://www.dischem.co.za/wet-brush-original-detangler-brush-disney-ultimate-princess-celebration-cinderella-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658543872.jpg,R 199.95,"Wet Brush Original Detangler Brush Disney Ultimate Princess Celebration, Cinderella"
https://www.dischem.co.za/wet-brush-original-detangler-brush-disney-ultimate-princess-celebration-belle-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658544022.jpg,R 199.95,"Wet Brush Original Detangler Brush Disney Ultimate Princess Celebration, Belle"
https://www.dischem.co.za/wet-brush-original-detangler-brush-disney-ultimate-princess-celebration-ariel-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658543902.jpg,R 199.95,"Wet Brush Original Detangler Brush Disney Ultimate Princess Celebration, Ariel"
https://www.dischem.co.za/wet-brush-mini-detangler-pink-555,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60e5a01ae390d_736658953817.jpg,R 119.95,Wet Brush Mini Detangler Pink
https://www.dischem.co.za/wet-brush-luminous-glow-accessory-bundle-274,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658487954.jpg,R 229.95,Wet Brush Luminous Glow Accessory Bundle
https://www.dischem.co.za/wet-brush-floral-garden-kit-254,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658494976.jpg,R 229.95,Wet Brush Floral Garden Kit
https://www.dischem.co.za/wet-brush-detangler-144,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/2/0/207144_1_1.jpg,R 159.95,Wet Brush Detangler
https://www.dischem.co.za/wet-brush-detangler-electric-forest-pink-271,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658487374.jpg,R 189.95,Wet Brush Detangler Electric Forest Pink
https://www.dischem.co.za/wet-brush-detangler-electric-forest-lav-273,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658487312.jpg,R 189.95,Wet Brush Detangler Electric Forest Lav
https://www.dischem.co.za/wet-brush-detangler-electric-forest-blue-272,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658487343.jpg,R 189.95,Wet Brush Detangler Electric Forest Blue
https://www.dischem.co.za/western-cape-water-relief-5-litre-donation,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/1/0/1000000294866.jpg,R 15.95,Western Cape Water Relief 5 Litre Donation
https://www.dischem.co.za/werthers-original-sfree-70g-537,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/4/0/4014400907636_2.jpg,R 49.95,Werthers Original Sfree 70g
https://www.dischem.co.za/werthers-original-sfree-42g-flip-box-538,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/4/0/4014400907902.jpg,R 29.95,Werthers Original Sfree 42g Flip Box
https://www.dischem.co.za/werthers-original-creamy-toffees-sugar-free-80g-991,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/4/0/4014400919974.jpg,R 48.95,Werthers Original Creamy Toffees Sugar Free 80g
https://www.dischem.co.za/wensleydale-organic-rolled-oats-750g-491,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009614420819_1.jpg,R 124.95,Wensleydale Organic Rolled Oats 750g
https://www.dischem.co.za/wensleydale-organic-dried-soup-mix-80g-851,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009614421632_1.jpg,R 30.95,Wensleydale Organic Dried Soup Mix 80g
https://www.dischem.co.za/wensleydale-organic-coriander-10g-486,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009614421182_1.jpg,R 29.95,Wensleydale Organic Coriander 10g
https://www.dischem.co.za/wellvita-zinc-chelated-25mg-caps-60-043,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/6172c4dfe607a_6009803375760.jpg,R 104.95,Wellvita Zinc Chelated 25mg Caps 60
https://www.dischem.co.za/wellvita-vitamin-d3-1000iu-60-capsules-646,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/6172c4e097269_6009880024957.jpg,R 149.95,Wellvita Vitamin D3 1000iu 60 Capsules
https://www.dischem.co.za/wellvita-vitamin-d3-1000iu-30-capsules-645,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/6172c4e07b2a1_6009880024940.jpg,R 119.95,Wellvita Vitamin D3 1000iu 30 Capsules
https://www.dischem.co.za/wellvita-vitamin-c-liqui-shot-10ml-127,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e54f537acdff_6009880269693.jpg,R 8.95,Wellvita Vitamin C Liqui-shot 10ml
https://www.dischem.co.za/wellvita-vitamin-c-1000mg-time-release-60-s-230,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/636e699a07fb9_6009880269785.jpeg,R 168.95,Wellvita Vitamin C 1000mg Time Release 60's
https://www.dischem.co.za/wellvita-vitamin-c-1000mg-30-tabs-668,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a396c4091be_6009880024575.jpg,R 124.95,Wellvita Vitamin C 1000mg 30 Tabs
https://www.dischem.co.za/wellvita-vitamin-c-1000mg-30-capsules-644,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024834.jpg,R 124.95,Wellvita Vitamin C 1000mg 30 Capsules
https://www.dischem.co.za/wellvita-vitamin-c-1000mg-120-tabs-213,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/636e66fd0101c_6009880269204.jpeg,R 299.95,Wellvita Vitamin C 1000mg 120 Tabs
https://www.dischem.co.za/wellvita-vitamin-b-complex-30-tabs-667,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/2/62a34367eafa0_6009880024568.jpg,R 104.95,Wellvita Vitamin B Complex 30 Tabs
https://www.dischem.co.za/wellvita-vitamin-b-co-liqui-shot-10ml-125,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e54f537a28df_6009880269686.jpg,R 8.95,Wellvita Vitamin B Co Liqui Shot 10ml
https://www.dischem.co.za/wellvita-vegan-zinc-30-veggie-caps-398,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024995.jpg,R 134.95,Wellvita Vegan Zinc 30 Veggie Caps
https://www.dischem.co.za/wellvita-vegan-iron-30-veggie-caps-393,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024711.jpg,R 134.95,Wellvita Vegan Iron 30 Veggie Caps
https://www.dischem.co.za/wellvita-vegan-c-1000mg-30-tablets-395,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024759.jpg,R 134.95,Wellvita Vegan C 1000mg 30 Tablets
https://www.dischem.co.za/wellvita-omega-369-1000mg-softgels-300-s-596,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dc2836f44ce8_6009880269822.jpg,R 359.95,Wellvita Omega 369 1000mg Softgels 300's
https://www.dischem.co.za/wellvita-omega-3-6-60-softgels-649,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024100.jpg,R 166.95,Wellvita Omega 3-6 60 Softgels
https://www.dischem.co.za/wellvita-omega-3-6-9-60-softgels-648,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/613219b2c5164_6009880024131.jpg,R 166.95,"Wellvita Omega 3,6 & 9 60 Softgels"
https://www.dischem.co.za/wellvita-omega-3-6-9-1000mg-90-softgel-caps-666,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024629.jpg,R 224.95,"Wellvita Omega 3,6 & 9 1000mg 90 Softgel Caps"
https://www.dischem.co.za/wellvita-omega-3-6-9-1000mg-30-softgel-216,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5f7398a338417_6009880024124.jpg,R 82.95,"Wellvita Omega 3,6 & 9 1000mg 30 Softgel"
https://www.dischem.co.za/wellvita-omega-3-6-9-1000mg-120-softg-215,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5fb26e2846044_6009880045860.jpg,R 249.95,"Wellvita Omega 3,6 & 9 1000mg 120 Softg"
https://www.dischem.co.za/wellvita-omega-3-1000mg-softgels-300-s-595,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5de61815e0ec2_6009880269815.jpg,R 358.95,Wellvita Omega 3 1000mg Softgels 300's
https://www.dischem.co.za/wellvita-omega-3-1000mg-90-softgel-caps-665,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024636.jpg,R 226.95,Wellvita Omega 3 1000mg 90 Softgel Caps
https://www.dischem.co.za/wellvita-omega-3-1000mg-60-softgels-647,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d9dcda605d51_6009880024018.jpg,R 167.95,Wellvita Omega 3 1000mg 60 Softgels
https://www.dischem.co.za/wellvita-omega-3-1000mg-30-softgels-218,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5f7398a342f8e_6009880024414.jpg,R 83.95,Wellvita Omega 3 1000mg 30 Softgels
https://www.dischem.co.za/wellvita-omega-3-1000mg-120-softgels-217,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5fb26f08e524b_6009880045846.jpg,R 249.95,Wellvita Omega 3 1000mg 120 Softgels
https://www.dischem.co.za/wellvita-multivitamin-woman-30-softgels-646,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024315.jpg,R 119.95,Wellvita Multivitamin Woman 30 Softgels
https://www.dischem.co.za/wellvita-multivitamin-men-30-softgels-645,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024155.jpg,R 119.95,Wellvita Multivitamin Men 30 Softgels
https://www.dischem.co.za/wellvita-multivitamin-a-z-60-softgel-caps-664,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024025.jpg,R 179.95,Wellvita Multivitamin A-z 60 Softgel Caps
https://www.dischem.co.za/wellvita-multi-a-z-for-kids-chewable-30-s-792,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e54f537992d9_6009880269242.jpg,R 109.95,Wellvita Multi A-z For Kids Chewable 30's
https://www.dischem.co.za/wellvita-magnesium-chelate-30-tabs-663,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024612.jpg,R 109.95,Wellvita Magnesium Chelate 30 Tabs
https://www.dischem.co.za/wellvita-l-lysine-1000mg-tablets-30-s-219,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880269488_front.jpg,R 112.95,Wellvita L-lysine 1000mg Tablets 30's
https://www.dischem.co.za/wellvita-ibecol-intestinal-bowel-support-60-capsules-657,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009803375531.jpg,R 214.95,Wellvita Ibecol Intestinal Bowel Support 60 Capsules
https://www.dischem.co.za/wellvita-hair-skin-nails-30-softgels-643,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/610803960e400_6009880024223.jpg,R 106.95,"Wellvita Hair, Skin & Nails 30 Softgels"
https://www.dischem.co.za/wellvita-ginkgo-biloba-30-caps-642,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dca780f64046_6009880045808.jpg,R 154.95,Wellvita Ginkgo Biloba 30 Caps
https://www.dischem.co.za/wellvita-folic-acid-b12-60-capsules-512,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/636e6b0cae775_6009880269914.jpeg,R 164.95,Wellvita Folic Acid B12 60 Capsules
https://www.dischem.co.za/wellvita-curcumin-60-caps-639,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009829050511.jpg,R 144.95,Wellvita Curcumin 60 Caps
https://www.dischem.co.za/wellvita-curcumin-120-caps-310,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/6425bbcaa51a7_6009880269006.jpg,R 239.95,Wellvita Curcumin 120 Caps
https://www.dischem.co.za/wellvita-cranberry-extract-30-tabs-638,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880045730.jpg,R 129.95,Wellvita Cranberry Extract 30 Tabs
https://www.dischem.co.za/wellvita-collagen-60s-876,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880269761.jpg,R 226.95,Wellvita Collagen 60s
https://www.dischem.co.za/wellvita-cinnamon-complex-60-caps-662,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009802535691.jpg,R 132.95,Wellvita Cinnamon Complex 60 Caps
https://www.dischem.co.za/wellvita-cayenne-60-caps-636,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880024513.jpg,R 119.95,Wellvita Cayenne 60 Caps
https://www.dischem.co.za/wellvita-biotin-30-capsules-511,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/636e6a95f258d_6009880269907.jpeg,R 84.95,Wellvita Biotin 30 Capsules
https://www.dischem.co.za/wellvita-activated-charcoal-30-tabs-635,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/619e45f1c5db8_6009880024032.jpg,R 128.95,Wellvita Activated Charcoal 30 Tabs
https://www.dischem.co.za/wella-shockwave-ultra-strong-power-gel-spray-150ml-738,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/6172c47c6a02f_4056800731145.jpg,R 104.95,Wella Shockwave Ultra Strong Power Gel Spray 150ml
https://www.dischem.co.za/wella-go-black-dye-50ml-788,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6001322748636.jpg,R 59.95,Wella Go Black Dye 50ml
https://www.dischem.co.za/weigh-less-tuna-shredded-170g-in-spring-water,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6003235001297_1.jpg,R 33.95,Weigh-less Tuna Shredded 170g In Spring Water
https://www.dischem.co.za/weigh-less-pear-halves-400g,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6003235000115_1.jpg,R 22.95,Weigh Less Pear Halves 400g
https://www.dischem.co.za/weigh-less-fig-jam-325g,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6003235000801_1.jpg,R 39.95,Weigh Less Fig Jam 325g
https://www.dischem.co.za/weigh-less-chocolate-mousse-50g,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6003235000696_1.jpg,R 13.95,Weigh Less Chocolate Mousse 50g
https://www.dischem.co.za/weigh-less-apricot-halves-400g,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6003235000825.jpg,R 18.95,Weigh Less Apricot Halves 400g
https://www.dischem.co.za/weider-amino-6000-90-tabs-951,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/644bbd818f7bb_6001213010712.jpg,R 239.95,Weider Amino 6000 90 Tabs
https://www.dischem.co.za/weider-amino-6000-180-tabs-952,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/644bbd81b23f2_6001213010729.jpg,R 389.95,Weider Amino 6000 180 Tabs
https://www.dischem.co.za/wedgewood-share-pack-white-chocolate-strawberry-140g-599,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/6425bb8661d01_6009670531580.jpg,R 84.95,Wedgewood Share Pack White Chocolate Strawberry 140g
https://www.dischem.co.za/wedgewood-share-pack-milk-chocolate-140g-kosher-829,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009670530712.jpg,R 84.95,Wedgewood Share Pack Milk Chocolate 140g Kosher
https://www.dischem.co.za/wedgewood-share-pack-dark-chocolate-140g-kosher-831,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009670530729.jpg,R 84.95,Wedgewood Share Pack Dark Chocolate 140g Kosher
https://www.dischem.co.za/wedgewood-share-pack-assorted-120g-k-830,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/618aed9a177ce_6009670530705.jpg,R 84.95,Wedgewood Share Pack Assorted 120g K
https://www.dischem.co.za/wedgewood-nougat-shortbread-150g-original-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa4986998_6009670531429.jpg,R 54.95,Wedgewood Nougat Shortbread 150g Original
https://www.dischem.co.za/wedgewood-nougat-shortbread-150g-lemon-macademia-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa49a516d_6009670531443.jpg,R 54.95,Wedgewood Nougat Shortbread 150g Lemon & Macademia
https://www.dischem.co.za/wedgewood-nougat-shortbread-150g-hazelnut-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa4992c0c_6009670531436.jpg,R 54.95,Wedgewood Nougat Shortbread 150g Hazelnut
https://www.dischem.co.za/wedgewood-nougat-50g-macadamia-bar-323,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa48ef0ca_6009670530064.jpg,R 29.95,Wedgewood Nougat 50g Macadamia Bar
https://www.dischem.co.za/wedgewood-nougat-50g-cranberry-bar-855,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa49116f5_6009670530224.jpg,R 29.95,Wedgewood Nougat 50g Cranberry Bar
https://www.dischem.co.za/wedgewood-nougat-50g-almond-bar-k-702,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa490668e_6009670530187.jpg,R 29.95,Wedgewood Nougat 50g Almond Bar K
https://www.dischem.co.za/wedgewood-nougat-100g-macadamia-bar-347,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa4900e7f_6009670530071.jpg,R 49.95,Wedgewood Nougat 100g Macadamia Bar
https://www.dischem.co.za/wedgewood-nougat-100g-cranberry-bar-524,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa4919987_6009670530231.jpg,R 49.95,Wedgewood Nougat 100g Cranberry Bar
https://www.dischem.co.za/wedgewood-nougat-100g-almond-bar-970,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa490c87d_6009670530194.jpg,R 49.95,Wedgewood Nougat 100g Almond Bar
https://www.dischem.co.za/wedgewood-cracker-168g-270,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/4/1/417270_1_1.jpg,,Wedgewood Cracker 168g
https://www.dischem.co.za/wedgewood-chocolate-bar-small-dark-chocolate-cranberry-999,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa4920f79_6009670530408.jpg,R 22.95,Wedgewood Chocolate Bar Small Dark Chocolate & Cranberry
https://www.dischem.co.za/wedgewood-choc-bar-small-milk-chocolate-almond-788,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009670530545.jpg,R 22.95,Wedgewood Choc Bar Small Milk Chocolate & Almond
https://www.dischem.co.za/wedgewood-celebratory-cracker-168g-cranberry-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009670531399_front.jpg,R 132.95,Wedgewood Celebratory Cracker 168g Cranberry
https://www.dischem.co.za/wedgewood-celebratory-cracker-144g-939,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009670531382.jpg,R 132.95,Wedgewood Celebratory Cracker 144g
https://www.dischem.co.za/wedgewood-biscuits-150g-nougat-k-449,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa48e647d_6009670530057.jpg,R 44.95,Wedgewood Biscuits 150g Nougat K
https://www.dischem.co.za/wedgewood-biscuit-150g-637,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/1/6/162637_1_1.jpg,R 44.95,Wedgewood Biscuit 150g
https://www.dischem.co.za/wedgewood-biscuit-150g-salted-caramel-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e7caa497164d_6009670531320.jpg,R 44.95,Wedgewood Biscuit 150g Salted Caramel
https://www.dischem.co.za/we-gf-cluster-pbutter-protein-268,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/646722421c000_6009702931265.jpg,R 73.95,We Gf Cluster Pbutter Protein
https://www.dischem.co.za/wb-brush-shine-enhancer-black-154,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/7/3/736658946789.jpg,R 209.95,Wb Brush Shine Enhancer Black
https://www.dischem.co.za/wazoogles-org-protein-500g-768,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/1/8/187768_1_1.jpg,R 298.95,Wazoogles Org Protein 500g
https://www.dischem.co.za/waxies-choc-coated-shortbread-400g-062,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/61261de49d1a3_6009826020890.jpg,R 86.95,Waxies Choc Coated Shortbread 400g
https://www.dischem.co.za/waxies-choc-coated-shortbread-110g-065,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/637184e5d54e9_6009826020692.jpg,R 24.95,Waxies Choc Coated Shortbread 110g
https://www.dischem.co.za/waxies-choc-coated-500g-raisins-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/61261de47739d_6009826020135.jpg,R 86.95,Waxies Choc Coated 500g Raisins
https://www.dischem.co.za/waxies-choc-coated-500g-peanuts-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/61261de485682_6009826020623.jpg,R 86.95,Waxies Choc Coated 500g Peanuts
https://www.dischem.co.za/waxies-choc-coated-125g-k-raisin-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009826020791.jpg,R 24.95,"Waxies Choc Coated 125g K, Raisin"
https://www.dischem.co.za/waxies-choc-coated-125g-k-peanut-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/637184e604252_6009826020906.jpg,R 24.95,"Waxies Choc Coated 125g K, Peanut"
https://www.dischem.co.za/waterproof-sheeting-430,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/644bbde361034_6003058093714.jpg,R 172.95,Waterproof Sheeting
https://www.dischem.co.za/waterpik-flosser-wp462e2-355,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/612cba97b7d5d_0073950190992.jpg,"R 1,599.00",Waterpik Flosser Wp462e2
https://www.dischem.co.za/waterpik-flosser-wp450e-904,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/618ae04450fcc_0073950296229.jpg,"R 1,599.00",Waterpik Flosser Wp450e
