product href,image-src,price,title,action
https://www.dischem.co.za/soil-organic-aromatherapy-vitamin-e-oil-30ml-985,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009694871266.jpg,R 106.98,Soil Organic Aromatherapy Vitamin E Oil 30ml,Add to Cart
https://www.dischem.co.za/elizabeth-arden-red-door-edt-100ml-plus-a-15ml-edt-633,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/61263ae3efe87_085805579494.jpg,R 995.00,Elizabeth Arden Red Door EDT 100ml Plus A 15ml EDT,Add to Cart
https://www.dischem.co.za/olay-regenerist-whip-light-as-air-moisturiser-for-firmer-skin-50ml-974,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/8/0/8001090875389.jpg,R 599.95,Olay Regenerist Whip Light As Air Moisturiser For Firmer Skin 50ml,Add to Cart
https://www.dischem.co.za/olay-regenerist-whip-cream-50ml-spf30-972,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d554114e1967_8001090875532.jpg,R 599.95,Olay Regenerist Whip Cream 50ml Spf30,Add to Cart
https://www.dischem.co.za/olay-total-effects-whip-light-as-air-moisturiser-7-benefits-in-1-50ml-971,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d5545026da77_8001090875815.jpg,R 599.95,Olay Total Effects Whip Light As Air Moisturiser 7 Benefits In 1 50ml,Add to Cart
https://www.dischem.co.za/olay-total-effects-whip-light-as-air-moisturiser-7-benefits-in-1-with-spf30-50ml-970,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/602b7fff063d8_8001090875969.jpg,R 599.95,Olay Total Effects Whip Light As Air Moisturiser 7 Benefits In 1 With Spf30 50ml,Add to Cart
https://www.dischem.co.za/sensodyne-toothpaste-multi-care-everyday-protection-sensitivity-relief-2-x-75ml-959,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d668db1bd29e_6001076002862.jpg,R 87.95,Sensodyne Toothpaste Multi Care Everyday Protection Sensitivity Relief 2 X 75ml,Add to Cart
https://www.dischem.co.za/nesti-dante-soap-3-for-2-offer-867,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/604b1fd479597_6009113032125.jpg,R 110.00,Nesti Dante Soap 3 For 2 Offer,
https://www.dischem.co.za/metagenics-inflavonoid-intensive-care-120-s-937,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd51379b3ea_755571948267.jpg,"R 1,219.95",Metagenics Inflavonoid Intensive Care 120's,
https://www.dischem.co.za/metagenics-metakids-probiotic-60-s-936,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f69c8c09_755571947864.jpg,R 679.95,Metagenics Metakids Probiotic 60's,Add to Cart
https://www.dischem.co.za/metagenics-ultraflora-women-s-30-s-935,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d37cdea0fb5e_755571937476.jpg,R 949.95,Metagenics Ultraflora Women's 30's,Add to Cart
https://www.dischem.co.za/metagenics-metakids-d3-liquid-20ml-934,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f68e71ae_6009677971372.jpg,R 220.95,Metagenics Metakids D3 Liquid 20ml,Add to Cart
https://www.dischem.co.za/metagenics-metakids-multi-soft-chew-30-s-933,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f68f3475_6009677971396.jpg,R 739.95,Metagenics Metakids Multi Soft Chew 30's,Add to Cart
https://www.dischem.co.za/metagenics-inflavonoid-60-s-932,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d37cdea55716_755571948274.jpg,R 849.95,Metagenics Inflavonoid 60's,
https://www.dischem.co.za/metagenics-spm-active-60-s-931,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f69b896b_755571941640.jpg,"R 1,380.95",Metagenics Spm Active 60's,Add to Cart
https://www.dischem.co.za/palladio-skin-detox-clarifying-primer-147,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/0/2/024057221706.jpg,R 245.00,Palladio Skin Detox Clarifying Primer,Add to Cart
https://www.dischem.co.za/palladio-ultra-hydration-moisturizing-face-primer-146,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/0/2/024057221690.jpg,R 245.00,Palladio Ultra Hydration Moisturizing Face Primer,Add to Cart
https://www.dischem.co.za/celltone-pigment-corrector-night-cream-50ml-451,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009879996890.jpg,R 339.95,Celltone Pigment Corrector Night Cream 50ml,Add to Cart
https://www.dischem.co.za/celltone-pigment-corrector-day-cream-spf30-50ml-450,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009879996883_front.jpg,R 339.95,Celltone Pigment Corrector Day Cream Spf30 50ml,Add to Cart
https://www.dischem.co.za/bionase-kids-nasal-spray-30ml-157,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6004405013263.jpg,R 99.95,Bionase Kids Nasal Spray 30ml,Add to Cart
https://www.dischem.co.za/bionase-nasal-spray-30ml-211,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6004405013249.jpg,R 99.95,Bionase Nasal Spray 30ml,Add to Cart
https://www.dischem.co.za/racefood-farbar-5-pack-562,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/1/5/158562_1_1.jpg,R 67.95,Racefood Farbar 5 Pack,
https://www.dischem.co.za/natur-vital-silver-blonde-toner-shampoo-300ml-731,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/613f56164015f_8414002070473.jpg,R 99.95,Natur Vital Silver Blonde Toner Shampoo 300ml,Add to Cart
https://www.dischem.co.za/nat-geo-bug-dig-kit-352,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6e47fecade6_851456006456.jpg,R 199.95,Nat Geo Bug Dig Kit,
https://www.dischem.co.za/nat-geo-dinosaur-dig-kit-350,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6e47fec3f13_851456006128.jpg,R 199.95,Nat Geo Dinosaur Dig Kit,
https://www.dischem.co.za/supashape-pancake-500g,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009673391884_2.jpg,,Supashape High Protein Pancakes 500g,
https://www.dischem.co.za/nivea-cellular-lift-expert-night-cream-50ml-873,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/4/0/4005900940292.jpg,R 384.95,Nivea Cellular Lift Expert Night Cream 50ml,Add to Cart
https://www.dischem.co.za/nivea-cellular-lift-expert-day-cream-spf15-50ml-871,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/641c1d033b85c_4005900940308.jpg,R 384.95,Nivea Cellular Lift Expert Day Cream Spf15 50ml,Add to Cart
https://www.dischem.co.za/eucerin-even-pigment-perf-dual-serum-30m-868,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5efcaac33cc51_6001051003563.jpg,R 649.95,Eucerin Even Pigment Perf Dual Serum 30m,Add to Cart
https://www.dischem.co.za/eucerin-even-pigment-night-cream-50ml-866,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6001051003556.jpg,R 549.95,Eucerin Even Pigment Night Cream 50ml,Add to Cart
https://www.dischem.co.za/clinique-liquid-soap-mild-200ml-744,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/61fd4cae7c24e_020714227661.jpg,R 445.00,Clinique Liquid Soap Mild 200ml,Add to Cart
https://www.dischem.co.za/essence-micro-precise-eyebrow-pencil-779,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/2/1/212779_1_1.jpg,R 54.95,Essence Micro Precise Eyebrow Pencil,
https://www.dischem.co.za/ssafari-funky-fruits-stics-assorted-792,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e3c133ada8e1_6001020013050.jpg,R 4.95,Ssafari Funky Fruits Stics Assorted,
https://www.dischem.co.za/safari-funky-fruits-sticks-791,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6010159dead15_6001020022700.jpg,R 54.95,Safari Funky Fruits Sticks,Add to Cart
https://www.dischem.co.za/safari-fruit-dainty-500g-cube-786,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d668da7716ec_6001020012282.jpg,R 73.95,Safari Fruit Dainty 500g Cube,Add to Cart
https://www.dischem.co.za/safari-fruit-dainty-250g-cube-781,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e5d14671c31a_6001020012275_front.jpg,R 44.95,Safari Fruit Dainty 250g Cube,Add to Cart
https://www.dischem.co.za/metagenics-wellness-essentials-women-pf-248,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f69a99c4_755571929563.jpg,"R 1,934.95",Metagenics Wellness Essentials Women Pf,
https://www.dischem.co.za/metagenics-ultraclear-plus-860g-231,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f6859375_6009677971020.jpg,"R 1,340.95",Metagenics Ultraclear Plus 860g,
https://www.dischem.co.za/metagenics-ultracare-for-kids-840g-230,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f6868730_6009677971075.jpg,"R 1,444.95",Metagenics Ultracare For Kids 840g,Add to Cart
https://www.dischem.co.za/metagenics-omegagenics-epa-dha-720-120sg-187,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f68a6764_6009677971174.jpg,R 929.95,Metagenics Omegagenics Epa Dha 720 120sg,Add to Cart
https://www.dischem.co.za/metagenics-mag-glycinate-120-tablets-152,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f691de9f_755571023018.jpg,R 575.95,Metagenics Mag Glycinate 120 Tablets,Add to Cart
https://www.dischem.co.za/metagenics-mag-glycinate-60-tablets-151,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f68d9568_6009677971242.jpg,R 325.95,Metagenics Mag Glycinate 60 Tablets,Add to Cart
https://www.dischem.co.za/metagenics-mag-citrate-120-tablets-150,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd5f691068c_755571023001.jpg,R 374.95,Metagenics Mag Citrate 120 Tablets,Add to Cart
https://www.dischem.co.za/metagenics-glutagenics-250g-080,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd51371ac95_755571017482.jpg,R 769.95,Metagenics Glutagenics 250g,Add to Cart
https://www.dischem.co.za/metagenics-folapro-120-tablets-986,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5dcd51375af2c_755571910264.jpg,R 814.95,Metagenics Folapro 120 Tablets,Add to Cart
https://www.dischem.co.za/almay-smokey-eye-trios-everyday-neutrals-675,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5da9722271464_309970050368.jpg,R 269.95,Almay Smokey Eye Trios Everyday Neutrals,
https://www.dischem.co.za/extra-light-aluminium-frame-designed-specifically-for-children-folding-with-dual-action-brake-and-airless-tyres,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/643a6ad9008eb_1000000287424.jpg,"R 6,396.47",Extra-light Aluminium Frame Designed Specifically For Children. Folding With Dual Action Brake And Airless Tyres,
https://www.dischem.co.za/almay-brow-pencilshade-extension-universal-taupe-671,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/3/0/309970041090.jpg,R 219.95,Almay Brow Pencilshade Extension Universal Taupe,Add to Cart
https://www.dischem.co.za/bioderma-atoderm-intensive-gel-moussant-500ml-644,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/3/4/3401560969757.jpg,R 425.00,Bioderma Atoderm Intensive Gel Moussant 500ml,Add to Cart
https://www.dischem.co.za/bioderma-atoderm-sos-spray-50ml-643,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/3/4/3401528546402.jpg,R 195.00,Bioderma Atoderm Sos Spray 50ml,Add to Cart
https://www.dischem.co.za/bioderma-atoderm-intensive-baume-pump-500ml-641,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5f6b2f70580ff_3701129802076.jpg,R 565.00,Bioderma Atoderm Intensive Baume Pump 500ml,Add to Cart
https://www.dischem.co.za/baby-rubber-booties-18-24m-batman-005,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b634c825e_6007856108212.jpg,R 119.99,Baby Rubber Booties 18-24m Batman,
https://www.dischem.co.za/baby-rubber-booties-18-24m-mickey-004,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b634adff2_6007856108199.jpg,R 119.99,Baby Rubber Booties 18-24m Mickey,
https://www.dischem.co.za/baby-rubber-booties-18-24m-winnie-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b634bb55b_6007856108205.jpg,R 119.99,Baby Rubber Booties 18-24m Winnie,
https://www.dischem.co.za/baby-rubber-booties-18-24m-tatty-teddy-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b634d4a80_6007856108229.jpg,R 119.99,Baby Rubber Booties 18-24m Tatty Teddy,
https://www.dischem.co.za/stokies-barbie-1-005,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/613fd5a0e4187_6007856115012_side.jpg,R 119.95,Stokies Barbie 1,Add to Cart
https://www.dischem.co.za/stokies-barbie-1-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/613fd5a0c84f3_6007856115005_side.jpg,R 119.95,Stokies Barbie 1,Add to Cart
https://www.dischem.co.za/baby-rubber-booties-12-18m-batman-005,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6007856107505.jpg,R 119.95,Baby Rubber Booties 12-18m Batman,
https://www.dischem.co.za/baby-rubber-booties-12-18m-mickey-004,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b63418a75_6007856107482.jpg,R 119.95,Baby Rubber Booties 12-18m Mickey,
https://www.dischem.co.za/baby-rubber-booties-12-18m-winnie-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b6342798b_6007856107499.jpg,R 119.95,Baby Rubber Booties 12-18m Winnie,
https://www.dischem.co.za/baby-rubber-booties-12-18m-tatty-teddy-002,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b63441d34_6007856107512.jpg,R 119.95,Baby Rubber Booties 12-18m Tatty Teddy,
https://www.dischem.co.za/baby-rubber-booties-12-18m-minnie-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60a7b63409934_6007856107475.jpg,R 119.95,Baby Rubber Booties 12-18m Minnie,
https://www.dischem.co.za/tabac-original-pre-shave-150ml-597,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5f35312838449_6006239247937.jpg,R 595.00,Tabac Original Pre-shave 150ml,Add to Cart
https://www.dischem.co.za/tabac-original-pre-shave-100ml-596,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60edb31c10c2a_4011700429202.jpg,R 435.00,Tabac Original Pre-shave 100ml,Add to Cart
https://www.dischem.co.za/baby-things-nasal-mucus-cleaner-2-nozzles-assorted-739,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/646ca649efb7e_6009543718131.jpg,R 49.95,Baby Things Nasal Mucus Cleaner + 2 Nozzles Assorted,Add to Cart
https://www.dischem.co.za/baby-things-oral-care-kit-assorted-5pcs-736,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/646ca649d47c1_6009543718124.jpg,R 69.95,Baby Things Oral Care Kit Assorted 5pcs,Add to Cart
https://www.dischem.co.za/baby-things-fresh-food-feeder-silicone-assorted-734,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/646ca649b401c_6009543718117.jpg,R 49.95,Baby Things Fresh Food Feeder Silicone Assorted,Add to Cart
https://www.dischem.co.za/baby-things-feeding-bottle-drying-rack-assorted-719,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/646ca64a45e43_6009543718186.jpg,R 169.95,Baby Things Feeding Bottle Drying Rack Assorted,Add to Cart
https://www.dischem.co.za/baby-things-teether-water-filled-assorted-cabbage-718,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/646ca64a2d6ca_6009543718179.jpg,R 34.99,Baby Things Teether Water Filled Assorted Cabbage,Add to Cart
https://www.dischem.co.za/pharmafreak-ripped-freak-2-0-fat-burner-60-caps-237,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/6371850a36e1d_656727771633.jpg,R 649.95,Pharmafreak Ripped Freak 2.0 Fat Burner 60 Caps,Add to Cart
https://www.dischem.co.za/l-oreal-true-match-foundation-9d-sienna-327,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/2/0/209327_1_1.jpg,R 264.95,L'oreal True Match Foundation 9d Sienna,
https://www.dischem.co.za/l-oreal-infallible-24hr-foundation-682,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/2/0/205682_1_1.jpg,R 299.95,L'Oreal Infallible 24hr Foundation,
https://www.dischem.co.za/himalaya-ashvagandha-caps-60-s-589,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/8/9/8901138833862.jpg,R 142.95,Himalaya Ashvagandha Caps 60's,Add to Cart
https://www.dischem.co.za/himalaya-bitter-melon-caps-60-s-587,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d667bc3a4f5b_605069422017.jpg,R 129.95,Himalaya Bitter Melon Caps 60's,
https://www.dischem.co.za/himalaya-v-gel-30g-583,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6778d46d9b0_8901138220617.jpg,R 109.95,Himalaya V-gel 30g,Add to Cart
https://www.dischem.co.za/himalaya-triphala-caps-60-s-582,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6778d4b1b39_8901138501815.jpg,R 139.95,Himalaya Triphala Caps 60's,
https://www.dischem.co.za/himalaya-shatavari-caps-60-s-581,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e9ed840cd832_8901138833923.jpg,R 129.95,Himalaya Shatavari Caps 60's,Add to Cart
https://www.dischem.co.za/himalaya-pilex-tabs-100-s-580,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6778d45842d_8901138150877.jpg,R 129.95,Himalaya Pilex Tabs 100's,Add to Cart
https://www.dischem.co.za/himalaya-pilex-ointment-30g-579,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6778d45d29a_8901138150891.jpg,R 86.95,Himalaya Pilex Ointment 30g,Add to Cart
https://www.dischem.co.za/himalaya-neem-caps-60-s-578,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/8/9/8901138831530.jpg,R 154.95,Himalaya Neem Caps 60's,Add to Cart
https://www.dischem.co.za/himalaya-evecare-caps-30-s-577,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d6778d4acfde_8901138500665.jpg,R 73.95,Himalaya Evecare Caps 30's,
https://www.dischem.co.za/e45-lotion-daily-500ml-161,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/d/5d668d973b4ba_5000167022667.jpg,R 189.95,E45 Lotion Daily 500ml,Add to Cart
https://www.dischem.co.za/biogen-vitamin-d3-coconut-oil-60-s-467,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5fa946de97612_6009544906261.jpg,R 119.95,Biogen Vitamin D3 & Coconut Oil 60's,Add to Cart
https://www.dischem.co.za/wahl-smooth-cut-pro-10-piece-hair-clipper-kit-550,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/63c78c40b3d9a_043917997155.jpg,R 334.95,Wahl Smooth Cut Pro 10 Piece Hair Clipper Kit,Add to Cart
https://www.dischem.co.za/walkers-choc-ginger-thins-135g-706,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/0/5011555036777.jpg,R 44.95,Walkers Choc Ginger Thins 135g,
https://www.dischem.co.za/ferrero-rocher-t16-200g-783,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/8/0/8000500037874.jpg,R 142.95,Ferrero Rocher T16 200g,Add to Cart
https://www.dischem.co.za/essence-mattifying-compact-powder-089,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/1/2/121089_1_1.jpg,R 69.95,Essence Mattifying Compact Powder,
https://www.dischem.co.za/exclamation-bodyspray-90ml-fierce-514,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6001567755529.jpg,R 44.95,Exclamation Bodyspray 90ml Fierce,Add to Cart
https://www.dischem.co.za/biogen-5-htp-60-s-472,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5efcaacbbc247_6009544922315.jpg,R 244.95,Biogen 5 Htp 60's,Add to Cart
https://www.dischem.co.za/usn-diet-whey-collagen-chocolate-454,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/3/630712b80b847_6009544919964.jpg,R 449.95,"USN Diet Whey & Collagen, Chocolate",Add to Cart
https://www.dischem.co.za/usn-phedra-cut-water-x-90-s-452,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/e/5e3c20afe36f3_6009544920137.jpg,R 234.95,USN Phedra Cut Water X 90's,Add to Cart
https://www.dischem.co.za/muscletech-nitro-tech-100-whey-gold-792,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/5/65043853d078d_631656710465_-_copy.jpg,R 999.95,Muscletech Nitro-tech 100% Whey Gold,
https://www.dischem.co.za/dis-chem-hair-studio-gele-500ml-precision-curl-003,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/5/f/5f4e0577e2136_6009546913922.jpg,R 42.95,Dis-Chem Hair Studio Gele 500ml Precision Curl,Add to Cart
https://www.dischem.co.za/dis-chem-hair-studio-gele-500ml-power-hold-001,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/61efc90295429_6009546913908.jpg,R 42.95,Dis-Chem Hair Studio Gele 500ml Power Hold,Add to Cart
https://www.dischem.co.za/lentheric-deodorant-150ml-solo-absolute-006,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6001567757202.jpg,R 40.95,Lentheric Deodorant 150ml Solo Absolute,Add to Cart
https://www.dischem.co.za/glutagon-gluten-free-rolled-oats-500g-269,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009880911004.jpg,R 79.95,Glutagon Gluten Free Rolled Oats 500g,Add to Cart
https://www.dischem.co.za/solal-testomax-capsules-120-s-267,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/60bf385132034_6004983010012.jpg,R 454.95,Solal Testomax Capsules 120's,Add to Cart
https://www.dischem.co.za/carriwell-baby-changing-mat-5-s-124,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009704620136.jpg,R 44.99,Carriwell Baby Changing Mat 5's,Add to Cart
https://www.dischem.co.za/carriwell-linen-savers-10-s-123,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/0/6009625950183.jpg,R 69.99,Carriwell Linen Savers 10's,Add to Cart
https://www.dischem.co.za/purity-yogilicious-110ml-412,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/2/0/203412_1_1.jpg,R 15.99,Purity Yogilicious 110ml,
https://www.dischem.co.za/natures-choice-unfiltered-apple-cider-vinegar-with-honey-ginger-500ml-176,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/1/612cbfc4e1ced_6007732036998_front.jpg,R 47.95,Natures Choice Unfiltered Apple Cider Vinegar With Honey & Ginger 500ml,Add to Cart
https://www.dischem.co.za/muscletech-mass-tech-perf-series-3-18kg-158,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/5/65129feae86c1_631656708851_-_copy.jpg,"R 1,949.95",Muscletech Mass Tech Perf Series 3.18kg,
https://www.dischem.co.za/muscletech-nitro-tech-100-2-27kg-whey-gold-836,https://www.dischem.co.za/media/catalog/product/cache/c4abad14a8c43409b019ba95c1f3e4f0/6/4/647dd8e3017f2_631656256369-nitrotech-whey-gold-chocolate-2kg_-_copy.jpg,"R 1,949.95",Muscletech Nitro Tech 100% 2.27kg Whey Gold,
